type,mode,amount,currentBalance,transactionTimestamp,valueDate,txnId,narration,reference
DEBIT,UPI,10.0,5064.11,2024-03-29T17:58:43+05:30,2024-03-29,S99633106,UPI/445531226243/175842/UPI/eazypay582087377i,NA
DEBIT,UPI,10.0,5054.11,2024-03-29T21:47:18+05:30,2024-03-29,S13178062,UPI/445561962383/214718/UPI/bharatpe9006990474,NA
DEBIT,UPI,500.0,4554.11,2024-03-30T19:17:09+05:30,2024-03-30,S54908128,UPI/445622203499/191708/UPI/mohitkingguptaokhd,NA
DEBIT,UPI,50.0,4504.11,2024-03-30T21:04:34+05:30,2024-03-30,S62021373,UPI/445676707123/210434/UPI/bharatpe90725406876,NA
CREDIT,OTHERS,950.0,5454.11,2024-03-31T08:16:16+05:30,2024-03-31,S70801124,NEFT-AXNPN09107889601-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
CREDIT,UPI,20.0,5474.11,2024-03-31T12:15:02+05:30,2024-03-31,S81433189,UPI/409149527852/121502/UPI/bobbyshakya76788486,NA
DEBIT,UPI,1.0,5473.11,2024-03-31T13:21:53+05:30,2024-03-31,S84779839,UPI/445714418195/132153/UPI/918081294317paytm/,NA
DEBIT,UPI,500.0,4973.11,2024-03-31T13:22:24+05:30,2024-03-31,S84805048,UPI/409196329345/132223/UPI/918081294317paytm/,NA
DEBIT,UPI,130.0,4843.11,2024-03-31T20:22:18+05:30,2024-03-31,S7747519,UPI/445739859879/202218/UPI/gpay-11224839268ok,NA
DEBIT,UPI,160.0,4683.11,2024-03-31T23:23:46+05:30,2024-03-31,S14677766,UPI/409121456173/232346/UPI/8957060762ybl/UPI,NA
DEBIT,UPI,10.0,4673.11,2024-04-01T16:16:05+05:30,2024-04-01,C9758854,UPI/445815167210/112540/UPI/paytmqr281005050101,NA
DEBIT,UPI,560.0,4113.11,2024-04-01T16:16:17+05:30,2024-04-01,C9883246,UPI/409266370577/112827/UPI/msbkclothcentereaz,NA
DEBIT,UPI,50.0,4063.11,2024-04-01T16:16:35+05:30,2024-04-01,C12458820,UPI/445842677028/122425/UPI/gpay-11220340584ok,NA
DEBIT,UPI,10.0,4053.11,2024-04-01T16:16:54+05:30,2024-04-01,C16441605,UPI/409251593914/140108/UPI/q290444500ybl/UPI,NA
DEBIT,UPI,500.0,3553.11,2024-04-02T01:38:38+05:30,2024-04-01,C23621574,UPI/445880786188/171634/UPI/sajalgupta123ibl/P,NA
CREDIT,UPI,500.0,4053.11,2024-04-02T01:39:27+05:30,2024-04-01,C27511745,UPI/445816921965/183241/UPI/9580265955ybl/Paym,NA
DEBIT,UPI,500.0,3553.11,2024-04-02T01:39:52+05:30,2024-04-01,C30174030,UPI/409210964427/191614/UPI/mohitkingguptaokhd,NA
CREDIT,OTHERS,100.0,3653.11,2024-04-02T01:41:28+05:30,2024-04-01,C40390756,IMPS/P2A/409223023408/PHONEPEPRIVATEL/IMPSAXB9111,NA
CREDIT,UPI,500.0,4153.11,2024-04-02T15:37:11+05:30,2024-04-02,S31037985,UPI/445622203499/RET/30032024,NA
DEBIT,UPI,240.0,3913.11,2024-04-02T19:19:45+05:30,2024-04-02,S58475707,UPI/409309272566/191944/UPI/saxenajitender07ok,NA
CREDIT,OTHERS,30.0,3943.11,2024-04-03T05:58:21+05:30,2024-04-03,C43023654,NEFT-AXNPN09423821251-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,200.0,3743.11,2024-04-04T14:41:56+05:30,2024-04-04,S47889882,UPI/409593564960/144156/UPI/q289654467ybl/UPI,NA
DEBIT,UPI,500.0,3243.11,2024-04-04T19:18:18+05:30,2024-04-04,S63622499,UPI/409549666132/191818/UPI/6393859545axl/UPI,NA
DEBIT,UPI,100.0,3143.11,2024-04-04T20:14:55+05:30,2024-04-04,S67425964,UPI/409551587458/201453/UPI/paytmqrzhod33y3sfp,NA
DEBIT,UPI,120.0,3023.11,2024-04-05T11:39:00+05:30,2024-04-05,S90305353,UPI/409640198457/113859/UPI/paytm-71838008payt,NA
DEBIT,UPI,50.0,2973.11,2024-04-05T12:07:13+05:30,2024-04-05,S91782253,UPI/446203089625/120713/UPI/bharatpe9006655445,NA
DEBIT,UPI,10.0,2963.11,2024-04-05T14:54:28+05:30,2024-04-05,S555275,UPI/409683807147/145428/UPI/q290444500ybl/UPI,NA
DEBIT,UPI,130.0,2833.11,2024-04-05T20:30:24+05:30,2024-04-05,S21214615,UPI/446219927806/203023/UPI/gpay-11223375885ok,NA
CREDIT,OTHERS,280.0,3113.11,2024-04-06T06:19:51+05:30,2024-04-06,S30865923,NEFT-AXNPN09751220727-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,10.0,3103.11,2024-04-06T16:54:27+05:30,2024-04-06,S60353737,UPI/409772468921/165426/UPI/dheerajpratap6225i,NA
DEBIT,UPI,10.0,3093.11,2024-04-06T17:32:49+05:30,2024-04-06,S62553838,UPI/409764273005/173249/UPI/q290444500ybl/UPI,NA
DEBIT,UPI,50.0,3043.11,2024-04-06T17:55:11+05:30,2024-04-06,S63995245,UPI/409700682948/175510/UPI/shivampandit199999,NA
DEBIT,UPI,130.0,2913.11,2024-04-06T21:30:20+05:30,2024-04-06,S77498568,UPI/409752402357/213019/UPI/gpay-11223375885ok,NA
DEBIT,UPI,160.0,2753.11,2024-04-06T21:42:18+05:30,2024-04-06,S78087401,UPI/446330298360/214218/UPI/gpay-11223375885ok,NA
DEBIT,UPI,10.0,2743.11,2024-04-07T09:02:21+05:30,2024-04-07,S85778762,UPI/446454807547/090220/UPI/bharatpe9006990474,NA
CREDIT,OTHERS,1350.0,4093.11,2024-04-07T09:27:42+05:30,2024-04-07,S86844237,NEFT-AXNPN09860526863-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,1000.0,3093.11,2024-04-07T14:46:17+05:30,2024-04-07,S1883757,UPI/409823087939/144616/UPI/rrohanthakur142oks,NA
DEBIT,UPI,500.0,2593.11,2024-04-07T19:17:29+05:30,2024-04-07,S16435711,UPI/409862242180/191728/UPI/mohitkingguptaoksb,NA
CREDIT,UPI,500.0,3093.11,2024-04-07T19:52:20+05:30,2024-04-07,S18852528,UPI/409890320950/195220/UPI/mohitkingguptaokax,NA
DEBIT,UPI,130.0,2963.11,2024-04-07T21:05:41+05:30,2024-04-07,S23304330,UPI/409803479607/210541/UPI/gpay-11223375885ok,NA
DEBIT,UPI,240.0,2723.11,2024-04-07T23:05:16+05:30,2024-04-07,S27639872,UPI/446448276124/230516/UPI/Q267469252ybl/Paym,NA
DEBIT,ATM,2500.0,223.11,2024-04-08T10:26:34+05:30,2024-04-08,S37330369,ATM/CASH/409910021816/XXXXXXXXXXXX8896,NA
CREDIT,OTHERS,1320.0,1543.11,2024-04-09T05:14:12+05:30,2024-04-09,S81738385,NEFT-AXNPN10078490209-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,400.0,1143.11,2024-04-09T11:37:55+05:30,2024-04-09,S93103205,UPI/446616125009/113755/UPI/gpay-11227202961ok,NA
DEBIT,UPI,200.0,943.11,2024-04-09T11:43:33+05:30,2024-04-09,S93399161,UPI/446633615136/114333/UPI/6386098404axl/UPI,NA
DEBIT,UPI,130.0,813.11,2024-04-09T15:07:52+05:30,2024-04-09,S4198698,UPI/410018524682/150751/UPI/saxenajitender07ok,NA
DEBIT,UPI,260.0,553.11,2024-04-09T20:26:50+05:30,2024-04-09,S22731151,UPI/410014341560/202650/UPI/gpay-11227202961ok,NA
DEBIT,UPI,130.0,423.11,2024-04-09T20:45:56+05:30,2024-04-09,S23920914,UPI/410069749896/204556/UPI/gpay-11223375885ok,NA
DEBIT,UPI,16.0,407.11,2024-04-09T21:56:06+05:30,2024-04-09,S27379913,UPI/446689118975/215606/UPI/7860606760ybl/Paym,NA
CREDIT,OTHERS,700.0,1107.11,2024-04-10T05:35:46+05:30,2024-04-10,S31767667,NEFT-AXNPN10187448879-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,19.0,1088.11,2024-04-10T19:53:48+05:30,2024-04-10,S72917290,UPI/410184305437/195347/UPI/gpaybillpayrchrgo,NA
DEBIT,UPI,130.0,958.11,2024-04-10T21:02:16+05:30,2024-04-10,S77453152,UPI/410160311732/210216/UPI/gpay-11223375885ok,NA
DEBIT,UPI,20.0,938.11,2024-04-10T22:10:29+05:30,2024-04-10,S80940176,UPI/446764231863/221029/UPI/7860606760ybl/Paym,NA
DEBIT,UPI,35.0,903.11,2024-04-10T22:14:35+05:30,2024-04-10,S81088793,UPI/446749698851/221435/UPI/gpay-11242874027ok,NA
CREDIT,OTHERS,230.0,1133.11,2024-04-11T05:53:55+05:30,2024-04-11,S84592585,NEFT-AXNPN10296849616-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,720.9,412.21,2024-04-11T11:25:46+05:30,2024-04-11,S94971106,UPI/446899222199/112546/UPI/gpaybillpayrchrgo,NA
DEBIT,UPI,130.0,282.21,2024-04-11T16:30:44+05:30,2024-04-11,S9411806,UPI/446828130520/163044/UPI/gpay-11223375885ok,NA
DEBIT,UPI,220.0,62.21,2024-04-11T22:54:14+05:30,2024-04-11,S27960236,UPI/446854367255/225413/UPI/q267469252ybl/UPI,NA
CREDIT,OTHERS,2589.0,2651.21,2024-04-12T04:48:34+05:30,2024-04-12,S29801055,NEFT-AXNPN10304642528-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,500.0,2151.21,2024-04-12T12:27:05+05:30,2024-04-12,S43804533,UPI/446985974443/122704/UPI/saxenajitender07ok,NA
DEBIT,UPI,450.0,1701.21,2024-04-12T18:30:00+05:30,2024-04-12,S62862119,UPI/410361482958/183000/UPI/9174357502ybl/UPI,NA
CREDIT,UPI,30000.0,31701.21,2024-04-12T20:47:44+05:30,2024-04-12,S72310155,UPI/410362944187/204745/UPI/8960920752ibl/Paym,NA
DEBIT,UPI,30000.0,1701.21,2024-04-12T20:50:06+05:30,2024-04-12,S72445629,UPI/446935401186/205005/UPI/shivampandit199999,NA
CREDIT,OTHERS,800.0,2501.21,2024-04-13T05:13:19+05:30,2024-04-13,S79232613,NEFT-AXNPN10413139173-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,2350.0,151.21,2024-04-13T14:34:33+05:30,2024-04-13,S99681123,UPI/410433532732/143433/UPI/faizanrangrezz44-1,NA
CREDIT,UPI,1500.0,1651.21,2024-04-13T14:56:52+05:30,2024-04-13,S885413,UPI/447027427446/145653/UPI/80776452910ybl/Pay,NA
DEBIT,UPI,1500.0,151.21,2024-04-14T12:21:12+05:30,2024-04-14,S40587054,UPI/447121872807/122111/UPI/80776452910ybl/Pay,NA
DEBIT,UPI,150.0,1.21,2024-04-14T18:04:34+05:30,2024-04-14,S55533259,UPI/447161793893/180434/UPI/7897780417shivamax,NA
CREDIT,OTHERS,950.0,951.21,2024-04-15T04:58:30+05:30,2024-04-15,S71615337,NEFT-AXNPN10629944424-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,10.0,941.21,2024-04-15T16:45:22+05:30,2024-04-15,S743330,UPI/447241413638/164522/UPI/8795417446-2ybl/Pa,NA
DEBIT,UPI,50.0,891.21,2024-04-15T18:21:54+05:30,2024-04-15,S6422299,UPI/410669436051/182153/UPI/hbaghel8361axl/UPI,NA
DEBIT,UPI,200.0,691.21,2024-04-15T19:12:24+05:30,2024-04-15,S10051115,UPI/447283339404/191221/UPI/mohitkingguptaoksb,NA
DEBIT,UPI,15.0,676.21,2024-04-15T19:35:54+05:30,2024-04-15,S11631471,UPI/447284839771/193554/UPI/gpaybillpayrchrgo,NA
DEBIT,UPI,130.0,546.21,2024-04-15T20:22:08+05:30,2024-04-15,S14850204,UPI/447207338548/202207/UPI/gpay-11223375885ok,NA
CREDIT,OTHERS,600.0,1146.21,2024-04-16T06:14:43+05:30,2024-04-16,S24410841,NEFT-AXNPN10738834356-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,130.0,1016.21,2024-04-16T12:02:51+05:30,2024-04-16,S37502036,UPI/410781169121/120251/UPI/gpay-11223375885ok,NA
CREDIT,OTHERS,3420.0,4436.21,2024-04-17T05:15:50+05:30,2024-04-17,S74198025,NEFT-AXNPN10847845753-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,100.0,4336.21,2024-04-17T17:35:46+05:30,2024-04-17,S2630817,UPI/447413927991/173545/UPI/q548472529ybl/UPI,NA
DEBIT,UPI,130.0,4206.21,2024-04-17T17:40:36+05:30,2024-04-17,S2870270,UPI/410819831990/174035/UPI/q197781220ybl/UPI,NA
DEBIT,UPI,4000.0,206.21,2024-04-17T19:16:12+05:30,2024-04-17,S8608503,UPI/410800330107/191612/UPI/115127996041847cnr,NA
DEBIT,UPI,40.0,166.21,2024-04-17T20:39:39+05:30,2024-04-17,S13723990,UPI/410846742590/203938/UPI/paytmqrse44upsf18p,NA
DEBIT,UPI,130.0,36.21,2024-04-18T13:09:44+05:30,2024-04-18,S36821833,UPI/410986065989/130944/UPI/saxenajitender07ok,NA
CREDIT,OTHERS,500.0,536.21,2024-04-19T06:58:16+05:30,2024-04-19,S68990391,NEFT-AXNPN11065444663-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,400.0,136.21,2024-04-19T19:35:04+05:30,2024-04-19,S3586681,UPI/447679238301/193503/UPI/vishalkumar9807-2o,NA
DEBIT,UPI,20.0,116.21,2024-04-19T20:23:27+05:30,2024-04-19,S6605046,UPI/447639724190/202327/UPI/q290444500ybl/UPI,NA
DEBIT,UPI,10.0,106.21,2024-04-19T22:43:03+05:30,2024-04-19,S12745228,UPI/447695543572/224303/UPI/7860606760ybl/Paym,NA
CREDIT,OTHERS,1450.0,1556.21,2024-04-20T05:18:47+05:30,2024-04-20,S15076742,NEFT-AXNPN11174599533-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,130.0,1426.21,2024-04-20T17:53:37+05:30,2024-04-20,S44746006,UPI/447751763220/175337/UPI/gpay-11223375885ok,NA
DEBIT,UPI,200.0,1226.21,2024-04-20T19:35:41+05:30,2024-04-20,S51404809,UPI/447794971795/193540/UPI/mohitkingguptaoksb,NA
DEBIT,UPI,60.0,1166.21,2024-04-20T21:05:02+05:30,2024-04-20,S56849863,UPI/411107084878/210501/UPI/q005868899ybl/UPI,NA
DEBIT,UPI,10.0,1156.21,2024-04-20T21:27:16+05:30,2024-04-20,S57987113,UPI/447712328264/212716/UPI/7860606760ybl/Paym,NA
CREDIT,OTHERS,780.0,1936.21,2024-04-21T05:01:49+05:30,2024-04-21,S62688761,NEFT-AXNPN11283758485-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
CREDIT,OTHERS,2970.0,4906.21,2024-04-22T05:38:05+05:30,2024-04-22,S7516773,NEFT-AXNPN11392698261-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,130.0,4776.21,2024-04-22T17:26:48+05:30,2024-04-22,S35199129,UPI/411318549861/172647/UPI/gpay-11223375885ok,NA
DEBIT,UPI,380.0,4396.21,2024-04-22T20:49:10+05:30,2024-04-22,S48001604,UPI/411396471510/204909/UPI/bharatpe9006231703,NA
DEBIT,UPI,15.0,4381.21,2024-04-22T22:00:40+05:30,2024-04-22,S51421036,UPI/447946867544/220040/UPI/euronetgpaybillpay,NA
DEBIT,UPI,10.0,4371.21,2024-04-22T22:32:06+05:30,2024-04-22,S52376982,UPI/411348067210/223206/UPI/bharatpe9006990474,NA
CREDIT,OTHERS,300.0,4671.21,2024-04-23T05:40:40+05:30,2024-04-23,S54708429,NEFT-AXNPN11401782717-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,130.0,4541.21,2024-04-23T15:24:21+05:30,2024-04-23,S76695306,UPI/411424290088/152421/UPI/gpay-11223375885ok,NA
DEBIT,UPI,130.0,4411.21,2024-04-23T15:58:13+05:30,2024-04-23,S78107986,UPI/448085591686/155813/UPI/gpay-11223375885ok,NA
DEBIT,UPI,400.0,4011.21,2024-04-23T19:19:48+05:30,2024-04-23,S89094678,UPI/411469808206/191947/UPI/mohitkingguptaoksb,NA
CREDIT,OTHERS,1570.0,5581.21,2024-04-24T04:44:37+05:30,2024-04-24,S814061,NEFT-AXNPN11510876467-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,1.0,5580.21,2024-04-24T12:06:43+05:30,2024-04-24,S15160194,UPI/411507716620/120643/UPI/bflautopayhdfcbank,NA
CREDIT,UPI,1.0,5581.21,2024-04-24T12:06:46+05:30,2024-04-24,S15162845,UPI/411507708698/120647/UPI/bflautopayhdfcbank,NA
DEBIT,UPI,130.0,5451.21,2024-04-24T20:44:48+05:30,2024-04-24,S42801729,UPI/448168877269/204448/UPI/gpay-11223375885ok,NA
CREDIT,OTHERS,1200.0,6651.21,2024-04-25T04:51:40+05:30,2024-04-25,S49882177,NEFT-AXNPN11620067677-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
CREDIT,OTHERS,1160.0,7811.21,2024-04-26T06:36:52+05:30,2024-04-26,S96954482,NEFT-AXNPN11729650056-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,250.0,7561.21,2024-04-26T13:00:17+05:30,2024-04-26,S10891890,UPI/411760596944/130017/UPI/brajeshssingh1984o,NA
DEBIT,UPI,130.0,7431.21,2024-04-26T14:23:24+05:30,2024-04-26,S14338725,UPI/411709455980/142323/UPI/gpay-11223375885ok,NA
DEBIT,UPI,260.0,7171.21,2024-04-26T19:15:39+05:30,2024-04-26,S28494371,UPI/411756073472/191538/UPI/gpay-11223375885ok,NA
CREDIT,OTHERS,1060.0,8231.21,2024-04-27T07:00:33+05:30,2024-04-27,S42334220,NEFT-AXNPN11837826782-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,1.0,8230.21,2024-04-27T13:05:06+05:30,2024-04-27,S56375721,UPI/411827840950/130505/UPI/amzn0009895929apl/,NA
DEBIT,UPI,7500.0,730.21,2024-04-27T13:08:14+05:30,2024-04-27,S56538216,UPI/411827964797/130814/UPI/amzn0009895929apl/,NA
DEBIT,UPI,12.0,718.21,2024-04-27T14:02:20+05:30,2024-04-27,S58982027,UPI/411837740425/140219/UPI/gpay-11220941784ok,NA
DEBIT,UPI,400.0,318.21,2024-04-27T19:18:46+05:30,2024-04-27,S75837752,UPI/448497723796/191846/UPI/6393859545axl/Paym,NA
CREDIT,OTHERS,1100.0,1418.21,2024-04-28T04:54:15+05:30,2024-04-28,S87706032,NEFT-AXNPN11947635585-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,50.0,1368.21,2024-04-28T07:55:36+05:30,2024-04-28,S89387914,UPI/448558552515/075536/UPI/Q715088262ybl/Paym,NA
DEBIT,UPI,10.0,1358.21,2024-04-28T13:09:05+05:30,2024-04-28,S1672746,UPI/411962844472/130905/UPI/gpay-11220941784ok,NA
DEBIT,UPI,50.0,1308.21,2024-04-28T18:56:18+05:30,2024-04-28,S16233521,UPI/448549956823/185618/UPI/9580286196ybl/Paym,NA
CREDIT,UPI,1.0,1309.21,2024-04-28T19:23:24+05:30,2024-04-28,S18189272,UPI/448513094529/192324/UPI/rboy32851okicici/U,NA
CREDIT,UPI,499.0,1808.21,2024-04-28T19:24:38+05:30,2024-04-28,S18283978,UPI/411981597069/192438/UPI/rboy32851okhdfcban,NA
DEBIT,UPI,15.0,1793.21,2024-04-28T21:01:49+05:30,2024-04-28,S23909205,UPI/448521649980/210148/UPI/JIOINAPPDIRECT1ybl,NA
CREDIT,OTHERS,650.0,2443.21,2024-04-29T06:13:39+05:30,2024-04-29,S29258524,NEFT-AXNPN12056089599-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
CREDIT,OTHERS,50.0,2493.21,2024-04-30T05:49:04+05:30,2024-04-30,S78292735,NEFT-AXNPN12165089763-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,70.0,2423.21,2024-04-30T10:04:17+05:30,2024-04-30,S84968858,UPI/448725209818/100416/UPI/Q480037413ybl/Paym,NA
DEBIT,UPI,10.0,2413.21,2024-04-30T10:30:02+05:30,2024-04-30,S86365620,UPI/412136010608/103001/UPI/q826329285ybl/UPI,NA
DEBIT,UPI,15.0,2398.21,2024-04-30T10:33:15+05:30,2024-04-30,S86555499,UPI/412136145946/103314/UPI/q514575473ybl/UPI,NA
DEBIT,UPI,480.0,1918.21,2024-04-30T13:20:14+05:30,2024-04-30,S95189171,UPI/448713092284/132014/UPI/Q420727784ybl/Paym,NA
DEBIT,UPI,1000.0,918.21,2024-04-30T14:11:00+05:30,2024-04-30,S97636774,UPI/448793432790/141059/UPI/6386098404ibl/Paym,NA
DEBIT,UPI,130.0,788.21,2024-04-30T15:56:26+05:30,2024-04-30,S2313323,UPI/412108189289/155626/UPI/gpay-11223375885ok,NA
DEBIT,UPI,600.0,188.21,2024-04-30T19:26:30+05:30,2024-04-30,S14357381,UPI/412158949371/192630/UPI/6393859545ybl/UPI,NA
CREDIT,OTHERS,1650.0,1838.21,2024-05-01T06:23:33+05:30,2024-05-01,S27929948,NEFT-AXNPN12274224174-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,242.0,1596.21,2024-05-01T07:11:50+05:30,2024-05-01,S28719659,UPI/448895429986/071150/UPI/JIOINAPPDIRECTybl/,NA
CREDIT,OTHERS,47.0,1643.21,2024-05-02T05:25:12+05:30,2024-04-30,S78744785,51888100006461IntPd01-02-2024 to 30-04-2024,NA
CREDIT,OTHERS,860.0,2503.21,2024-05-02T05:49:21+05:30,2024-05-02,S79219411,NEFT-AXNPN12383850372-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,20.0,2483.21,2024-05-02T11:53:45+05:30,2024-05-02,S93995387,UPI/412323164441/115345/UPI/q818086188ybl/UPI,NA
DEBIT,UPI,10.0,2473.21,2024-05-02T14:27:43+05:30,2024-05-02,S2421537,UPI/412329456333/142742/UPI/q290444500ybl/UPI,NA
DEBIT,UPI,80.0,2393.21,2024-05-02T16:34:02+05:30,2024-05-02,S8454243,UPI/412309466302/163401/UPI/paytmqr1reyim9t8ap,NA
DEBIT,UPI,1500.0,893.21,2024-05-02T17:28:22+05:30,2024-05-02,S11670155,UPI/412336017261/172821/UPI/amzn0009895929apl/,NA
DEBIT,UPI,130.0,763.21,2024-05-02T18:05:15+05:30,2024-05-02,S13865745,UPI/412355574748/180514/UPI/gpay-11223375885ok,NA
DEBIT,UPI,130.0,633.21,2024-05-02T18:52:10+05:30,2024-05-02,S17254528,UPI/412326387284/185209/UPI/gpay-11223375885ok,NA
DEBIT,UPI,400.0,233.21,2024-05-02T19:36:40+05:30,2024-05-02,S20833436,UPI/412343080386/193639/UPI/mohitkingguptaoksb,NA
DEBIT,UPI,130.0,103.21,2024-05-02T20:52:08+05:30,2024-05-02,S26273728,UPI/412369706366/205207/UPI/gpay-11223375885ok,NA
CREDIT,OTHERS,320.0,423.21,2024-05-03T08:07:58+05:30,2024-05-03,S36077720,NEFT-AXNPN12492944519-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,50.0,373.21,2024-05-03T17:07:53+05:30,2024-05-03,S64012506,UPI/412478851234/170752/UPI/paytmqr1reyim9t8ap,NA
DEBIT,UPI,180.0,193.21,2024-05-03T21:08:57+05:30,2024-05-03,S80649117,UPI/412423146460/210857/UPI/paytmqry2gi373hdmp,NA
CREDIT,OTHERS,1380.0,1573.21,2024-05-04T06:21:33+05:30,2024-05-04,S86992598,NEFT-AXNPN12502718447-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,20.0,1553.21,2024-05-04T12:52:35+05:30,2024-05-04,S5651160,UPI/412594737468/125235/UPI/gpay-11241743384ok,NA
DEBIT,UPI,130.0,1423.21,2024-05-04T16:59:11+05:30,2024-05-04,S18203242,UPI/412525789277/165911/UPI/gpay-11223375885ok,NA
DEBIT,UPI,400.0,1023.21,2024-05-04T19:42:35+05:30,2024-05-04,S29083516,UPI/412526227849/194235/UPI/mohitkingguptaoksb,NA
CREDIT,OTHERS,800.0,1823.21,2024-05-05T05:32:08+05:30,2024-05-05,S41694222,NEFT-AXNPN12612305141-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,110.0,1713.21,2024-05-05T10:17:18+05:30,2024-05-05,S50819434,UPI/449253889194/101718/UPI/Q480037413ybl/Paym,NA
DEBIT,UPI,80.0,1633.21,2024-05-05T16:31:42+05:30,2024-05-05,S68814765,UPI/449229901049/163141/UPI/Q904851086ybl/Paym,NA
DEBIT,UPI,130.0,1503.21,2024-05-05T16:44:21+05:30,2024-05-05,S69362575,UPI/412698973627/164421/UPI/gpay-11223375885ok,NA
DEBIT,UPI,110.0,1393.21,2024-05-05T21:15:14+05:30,2024-05-05,S86054025,UPI/412676674292/211513/UPI/gulzarq723okhdfcba,NA
CREDIT,OTHERS,250.0,1643.21,2024-05-06T05:24:30+05:30,2024-05-06,S91547254,NEFT-AXNPN12720906959-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,20.0,1623.21,2024-05-06T12:38:42+05:30,2024-05-06,S7612231,UPI/412734087637/123841/UPI/paytmqr1p60nszkmvp,NA
DEBIT,UPI,130.0,1493.21,2024-05-06T13:04:36+05:30,2024-05-06,S9276080,UPI/449398545469/130435/UPI/9910619719ibl/Paym,NA
DEBIT,UPI,130.0,1363.21,2024-05-06T17:04:20+05:30,2024-05-06,S21559174,UPI/412779809735/170420/UPI/gpay-11223375885ok,NA
DEBIT,UPI,20.0,1343.21,2024-05-06T21:00:37+05:30,2024-05-06,S37457565,UPI/449336583930/210037/UPI/Q174736272ybl/Paym,NA
DEBIT,UPI,20.0,1323.21,2024-05-06T21:23:58+05:30,2024-05-06,S38837103,UPI/412708420515/212358/UPI/918960343294paytm/,NA
CREDIT,OTHERS,1700.0,3023.21,2024-05-07T05:13:22+05:30,2024-05-07,S45151293,NEFT-AXNPN12830349193-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,10.0,3013.21,2024-05-07T10:28:25+05:30,2024-05-07,S53673247,UPI/449446861844/102825/UPI/9045781643ybl/Paym,NA
CREDIT,UPI,150.0,3163.21,2024-05-07T13:48:11+05:30,2024-05-07,S64498120,UPI/449476496945/134811/UPI/9910619719ibl/Paym,NA
DEBIT,UPI,310.0,2853.21,2024-05-07T13:52:04+05:30,2024-05-07,S64690725,UPI/412847178346/135203/UPI/paytm-71838008payt,NA
DEBIT,UPI,30.0,2823.21,2024-05-07T13:55:41+05:30,2024-05-07,S64874520,UPI/449447483930/135541/UPI/8957278788axl/Paym,NA
DEBIT,UPI,1500.0,1323.21,2024-05-07T16:53:22+05:30,2024-05-07,S73019910,UPI/449438113382/165322/UPI/8882239781ibl/Paym,NA
DEBIT,UPI,600.0,723.21,2024-05-07T19:22:11+05:30,2024-05-07,S82496338,UPI/412845581448/192210/UPI/6393859545ybl/UPI,NA
DEBIT,UPI,130.0,593.21,2024-05-07T20:52:20+05:30,2024-05-07,S88726397,UPI/412889343720/205220/UPI/gpay-11223375885ok,NA
DEBIT,UPI,130.0,463.21,2024-05-07T20:52:58+05:30,2024-05-07,S88763571,UPI/412854395551/205258/UPI/gpay-11223375885ok,NA
DEBIT,UPI,19.0,444.21,2024-05-07T22:14:52+05:30,2024-05-07,S92625062,UPI/412854417082/221451/UPI/gpayrechargeokpaya,NA
